epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,272.116,1.4468,2.67372,1.30131,0.35313,0.54446,0.34032,0.21953,1.31324,2.77957,1.31558,0.000550705,0.000550705,0.000550705
2,296.324,1.29053,1.59154,1.20517,0.38525,0.7347,0.42732,0.26625,1.30066,1.54741,1.25448,0.000558718,0.000558718,0.000558718
