epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.6804,1.41936,2.60475,1.27974,0.35174,0.49221,0.33756,0.21163,1.34629,12.8907,1.53148,0.000551937,0.000551937,0.000551937
2,63.8484,1.30238,1.57909,1.25751,0.45091,0.72171,0.44332,0.29546,1.21134,1.35488,1.22486,0.00055934,0.00055934,0.00055934
